0.000000 0.042826 0.064027 -0.013455
0.001000 0.081650 0.050880 -0.063302
0.002000 0.095162 0.021914 -0.088144
0.003000 0.078274 0.010970 -0.101496
0.004000 0.116943 0.016596 -0.127399
0.005000 0.127492 -0.003344 -0.148639
0.006000 0.153833 0.021053 -0.170858
0.007000 0.148500 0.055493 -0.127926
0.008000 0.161073 0.087326 -0.092571
0.009000 0.171646 0.131481 -0.054564
0.010000 0.170381 0.184404 -0.010129
0.011000 0.159046 0.213972 0.016489
0.012000 0.115130 0.221173 0.092940
0.013000 0.106934 0.238611 0.103772
0.014000 0.086681 0.253330 0.127890
0.015000 0.081843 0.225137 0.121963
0.016000 0.033557 0.195615 0.147387
0.017000 0.025741 0.172864 0.110931
0.018000 0.045619 0.156007 0.085456
0.019000 0.084286 0.143650 0.042275
0.020000 0.085469 0.112201 -0.010731
0.021000 0.091565 0.083468 -0.041238
0.022000 0.103042 0.040655 -0.081797
0.023000 0.096674 0.013872 -0.112954
0.024000 0.107007 0.012054 -0.130497
0.025000 0.134036 0.016966 -0.136163
0.026000 0.145431 0.027590 -0.145813
0.027000 0.145357 0.060164 -0.118280
0.028000 0.145031 0.081200 -0.077757
0.029000 0.159850 0.121594 -0.053498
0.030000 0.142546 0.168991 -0.010774
0.031000 0.124431 0.191650 0.042540
0.032000 0.117260 0.218132 0.086489
0.033000 0.102905 0.239326 0.108090
0.034000 0.087549 0.232229 0.122020
0.035000 0.086591 0.226466 0.119259
0.036000 0.081202 0.220299 0.112558
0.037000 0.090223 0.202922 0.080901
0.038000 0.092079 0.179697 0.071492
0.039000 0.100192 0.168033 0.041384
0.040000 0.098558 0.114975 -0.017010
0.041000 0.074642 0.052787 -0.046916
0.042000 0.093062 0.015306 -0.090507
0.043000 0.124211 0.018250 -0.137099
0.044000 0.138913 0.004626 -0.162585
0.045000 0.160656 0.007958 -0.167897
0.046000 0.188448 0.048557 -0.170365
0.047000 0.182985 0.078502 -0.135420
0.048000 0.209241 0.118019 -0.106244
0.049000 0.204906 0.147712 -0.073069
0.050000 0.153732 0.161916 -0.023058
0.051000 0.089002 0.174665 0.067104
0.052000 0.051795 0.189590 0.111429
0.053000 0.053436 0.213650 0.119416
0.054000 0.113314 0.233539 0.103185
0.055000 0.109055 0.238815 0.116300
0.056000 0.079108 0.229282 0.112731
0.057000 0.051350 0.203567 0.129886
0.058000 0.026156 0.152571 0.104608
0.059000 0.043259 0.111158 0.048271
0.060000 0.076221 0.086940 -0.024974
0.061000 0.089326 0.060698 -0.064054
0.062000 0.104281 0.033456 -0.090812
0.063000 0.133478 0.036210 -0.127577
0.064000 0.132841 0.037670 -0.130659
0.065000 0.123254 0.035226 -0.101711
0.066000 0.138265 0.056988 -0.111339
0.067000 0.150427 0.082074 -0.110927
0.068000 0.136620 0.078596 -0.070420
0.069000 0.118064 0.098869 -0.034068
0.070000 0.098541 0.148334 0.012538
0.071000 0.114880 0.166475 0.028871
0.072000 0.095534 0.187145 0.067807
0.073000 0.116225 0.238797 0.093975
0.074000 0.088720 0.234141 0.117224
0.075000 0.088895 0.205045 0.103712
0.076000 0.070548 0.199278 0.105723
0.077000 0.079672 0.186466 0.067220
0.078000 0.100621 0.155013 0.030934
0.079000 0.104913 0.120674 -0.001718
0.080000 0.073114 0.072953 -0.025229
0.081000 0.046926 0.042606 -0.021739
0.082000 0.067099 0.034567 -0.047848
0.083000 0.099070 0.023943 -0.112026
0.084000 0.135490 0.017359 -0.151808
0.085000 0.124202 -0.002917 -0.143252
0.086000 0.123163 0.001582 -0.147071
0.087000 0.136899 0.039290 -0.128318
0.088000 0.148980 0.070446 -0.100988
0.089000 0.138214 0.097201 -0.060605
0.090000 0.105059 0.146169 0.006682
0.091000 0.109545 0.172644 0.039927
0.092000 0.117915 0.205950 0.058893
0.093000 0.117750 0.230425 0.086098
0.094000 0.098515 0.224958 0.109523
0.095000 0.087718 0.225818 0.101363
0.096000 0.070102 0.225656 0.125911
0.097000 0.054303 0.197766 0.124789
0.098000 0.054222 0.157124 0.091925
0.099000 0.046053 0.109165 0.039584
0.100000 0.050441 0.062077 -0.016114
0.101000 0.066127 0.044307 -0.041057
0.102000 0.117579 0.053716 -0.100748
0.103000 0.111256 0.021463 -0.118042
0.104000 0.112199 0.004047 -0.124020
0.105000 0.146199 0.023656 -0.150192
0.106000 0.161859 0.040179 -0.162284
0.107000 0.163652 0.039505 -0.136031
0.108000 0.169425 0.073677 -0.114944
0.109000 0.170079 0.113899 -0.078793
0.110000 0.135047 0.160713 -0.008391
0.111000 0.131715 0.185527 0.032544
0.112000 0.124776 0.200122 0.061120
0.113000 0.113374 0.247014 0.090663
0.114000 0.089033 0.245119 0.129814
0.115000 0.088627 0.236829 0.133088
0.116000 0.081748 0.239112 0.127153
0.117000 0.074968 0.210092 0.101574
0.118000 0.084638 0.173258 0.069233
0.119000 0.072532 0.136513 0.030055
0.120000 0.076837 0.100365 -0.005173
0.121000 0.074594 0.059859 -0.028260
0.122000 0.100802 0.046805 -0.097307
0.123000 0.130443 0.042016 -0.121446
0.124000 0.126510 0.030657 -0.109771
0.125000 0.116537 0.025683 -0.108280
0.126000 0.100727 0.016727 -0.124379
0.127000 0.097435 0.020071 -0.098546
0.128000 0.139382 0.065639 -0.090081
0.129000 0.145385 0.103312 -0.073654
0.130000 0.140119 0.148942 -0.017376
0.131000 0.131522 0.185853 0.037859
0.132000 0.117196 0.210511 0.066359
0.133000 0.105490 0.226135 0.100652
0.134000 0.109156 0.235618 0.118431
0.135000 0.132612 0.260827 0.091748
0.136000 0.133042 0.261258 0.102942
0.137000 0.089988 0.214825 0.107459
0.138000 0.103969 0.181988 0.057681
0.139000 0.066970 0.168105 0.060292
0.140000 0.077256 0.124607 0.017551
0.141000 0.093148 0.082210 -0.029100
0.142000 0.094020 0.057665 -0.070293
0.143000 0.080666 0.024760 -0.086344
0.144000 0.088396 0.045996 -0.064145
0.145000 0.114129 0.043948 -0.096375
0.146000 0.138358 0.033259 -0.144402
0.147000 0.133286 0.018964 -0.130789
0.148000 0.108481 0.038809 -0.088653
0.149000 0.137984 0.104167 -0.068186
0.150000 0.160847 0.162652 -0.028509
0.151000 0.174370 0.209257 0.023721
0.152000 0.132796 0.219813 0.055864
0.153000 0.116144 0.260655 0.117373
0.154000 0.050990 0.254440 0.185106
0.155000 0.052626 0.244573 0.166170
0.156000 0.043274 0.224995 0.145995
0.157000 0.060826 0.200426 0.125138
0.158000 0.040956 0.155195 0.094437
0.159000 0.031065 0.114783 0.049125
0.160000 0.045923 0.076072 -0.016625
0.161000 0.050750 0.033817 -0.034062
0.162000 0.041810 0.015294 -0.051146
0.163000 0.061486 0.008982 -0.094640
0.164000 0.105080 0.015520 -0.124467
0.165000 0.152822 0.034968 -0.135735
0.166000 0.154296 0.051592 -0.140289
0.167000 0.165964 0.072382 -0.135249
0.168000 0.190067 0.100585 -0.102269
0.169000 0.191800 0.141401 -0.068601
0.170000 0.146342 0.166004 -0.007521
0.171000 0.130721 0.191049 0.041758
0.172000 0.102597 0.207959 0.086061
0.173000 0.085969 0.242288 0.114462
0.174000 0.106050 0.254386 0.127835
0.175000 0.122566 0.246169 0.105813
0.176000 0.091440 0.232398 0.108802
0.177000 0.069932 0.215169 0.121124
0.178000 0.067322 0.178120 0.104271
0.179000 0.060644 0.155489 0.062962
0.180000 0.069519 0.120053 0.012487
0.181000 0.086922 0.098240 -0.011713
0.182000 0.102785 0.081168 -0.041272
0.183000 0.098327 0.052664 -0.081281
0.184000 0.124901 0.054819 -0.093301
0.185000 0.130413 0.043864 -0.107051
0.186000 0.121964 0.048044 -0.104861
0.187000 0.149319 0.087649 -0.083592
0.188000 0.170970 0.115192 -0.064589
0.189000 0.169734 0.159485 -0.043472
0.190000 0.160634 0.208237 0.016798
0.191000 0.163015 0.231618 0.048215
0.192000 0.134865 0.258109 0.089284
0.193000 0.107294 0.283843 0.143463
0.194000 0.089007 0.276305 0.165492
0.195000 0.123355 0.279764 0.135532
0.196000 0.125518 0.260645 0.107287
0.197000 0.080130 0.223513 0.115384
0.198000 0.080548 0.204009 0.107056
0.199000 0.058142 0.177125 0.089044
0.200000 0.077068 0.134693 0.023803
0.201000 0.095734 0.091476 -0.024175
0.202000 0.119411 0.084106 -0.064028
0.203000 0.126034 0.045113 -0.113699
0.204000 0.134244 0.034638 -0.120436
0.205000 0.146630 0.045657 -0.114863
0.206000 0.172166 0.070668 -0.140940
0.207000 0.200266 0.110615 -0.117062
0.208000 0.221183 0.138796 -0.101132
0.209000 0.224966 0.151795 -0.084278
0.210000 0.170908 0.174197 -0.034132
0.211000 0.165528 0.199798 0.011706
0.212000 0.132139 0.233818 0.087728
0.213000 0.133324 0.280252 0.112424
0.214000 0.108787 0.281032 0.134976
0.215000 0.103614 0.266946 0.143475
0.216000 0.093363 0.268095 0.152709
0.217000 0.090820 0.250853 0.119608
0.218000 0.124349 0.222640 0.077159
0.219000 0.108332 0.178281 0.050464
0.220000 0.107536 0.138041 -0.009110
0.221000 0.077625 0.098207 -0.000803
0.222000 0.105673 0.073737 -0.046922
0.223000 0.143029 0.054331 -0.114711
0.224000 0.150980 0.049521 -0.137167
0.225000 0.141468 0.042340 -0.117154
0.226000 0.171103 0.054427 -0.138461
0.227000 0.150376 0.067344 -0.108615
0.228000 0.124197 0.083876 -0.056761
0.229000 0.165807 0.123330 -0.057488
0.230000 0.179391 0.187293 -0.031369
0.231000 0.178056 0.207935 0.011840
0.232000 0.158707 0.220025 0.051149
0.233000 0.126011 0.256753 0.095605
0.234000 0.092925 0.251699 0.137381
0.235000 0.067115 0.245589 0.163624
0.236000 0.060354 0.243462 0.160565
0.237000 0.058901 0.235529 0.136778
0.238000 0.072240 0.187699 0.097995
0.239000 0.056821 0.154084 0.077161
0.240000 0.051443 0.136194 0.039746
0.241000 0.070149 0.106073 0.008718
0.242000 0.103616 0.068308 -0.053019
0.243000 0.123119 0.052711 -0.106142
0.244000 0.124673 0.028145 -0.126467
0.245000 0.130223 0.011508 -0.133759
0.246000 0.118633 0.018599 -0.129730
0.247000 0.133624 0.035655 -0.132434
0.248000 0.153041 0.065357 -0.104185
0.249000 0.190962 0.119054 -0.085273
0.250000 0.190740 0.189489 -0.034250
0.251000 0.155204 0.188241 0.013266
0.252000 0.125547 0.201640 0.066446
0.253000 0.094623 0.241611 0.110152
0.254000 0.103699 0.246626 0.120006
0.255000 0.073189 0.225417 0.137424
0.256000 0.058026 0.225470 0.135732
0.257000 0.036413 0.193855 0.126729
0.258000 0.080526 0.184834 0.080600
0.259000 0.093676 0.165664 0.056103
0.260000 0.102396 0.137841 -0.001776
0.261000 0.081715 0.067361 -0.037681
0.262000 0.063100 0.012783 -0.071961
0.263000 0.071872 -0.005530 -0.113166
0.264000 0.108007 -0.006024 -0.132417
0.265000 0.103155 -0.008972 -0.137063
0.266000 0.101703 0.013145 -0.126161
0.267000 0.123422 0.023352 -0.114423
